"Name","Monthly Rent"
"Description","The monthly rent (in dollars) agreed to or contracted for, regardless of any furnishings, utilities, fees, meals, or services that may be included.&nbsp;"
"Source Notes","U.S. Census Bureau, American Community Survey 5-Year Estimates, Table B25056 (2009-2020);&nbsp; retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","Percents refer to the percent of all occupied rental units."

Location,Rent Level,TimeFrame,DataFormat,Data,Fips
Hunts Point,"$2,000 or more",2019,Number,472.87204,202
Morrisania,"$2,000 or more",2019,Number,503.43555,203
Concourse/Highbridge,"$2,000 or more",2019,Number,636,204
University Heights,"$2,000 or more",2019,Number,1060,205
East Tremont,"$2,000 or more",2019,Number,525.56445,206
Bedford Park,"$2,000 or more",2019,Number,953,207
Riverdale,"$2,000 or more",2019,Number,3044,208
Unionport/Soundview,"$2,000 or more",2019,Number,1442,209
Throgs Neck,"$2,000 or more",2019,Number,1318,210
Pelham Parkway,"$2,000 or more",2019,Number,1077,211
Williamsbridge,"$2,000 or more",2019,Number,1177,212
Williamsburg/Greenpoint,"$2,000 or more",2019,Number,23445,301
Fort Greene/Brooklyn Hts,"$2,000 or more",2019,Number,20098,302
Bedford Stuyvesant,"$2,000 or more",2019,Number,9171,303
Bushwick,"$2,000 or more",2019,Number,9753,304
East New York,"$2,000 or more",2019,Number,1925,305
Park Slope,"$2,000 or more",2019,Number,16256,306
Sunset Park,"$2,000 or more",2019,Number,4606,307
Crown Heights North,"$2,000 or more",2019,Number,8817,308
Crown Heights South,"$2,000 or more",2019,Number,3895,309
Bay Ridge,"$2,000 or more",2019,Number,3052,310
Bensonhurst,"$2,000 or more",2019,Number,1969,311
Borough Park,"$2,000 or more",2019,Number,3422,312
Coney Island,"$2,000 or more",2019,Number,1789,313
Flatbush/Midwood,"$2,000 or more",2019,Number,3897,314
Sheepshead Bay,"$2,000 or more",2019,Number,2596,315
Brownsville,"$2,000 or more",2019,Number,1665,316
East Flatbush,"$2,000 or more",2019,Number,1324,317
Canarsie,"$2,000 or more",2019,Number,2114,318
Astoria,"$2,000 or more",2019,Number,13766,401
Sunnyside/Woodside,"$2,000 or more",2019,Number,10292,402
Jackson Heights,"$2,000 or more",2019,Number,4482,403
Elmhurst/Corona,"$2,000 or more",2019,Number,3797,404
Ridgewood/Glendale,"$2,000 or more",2019,Number,4350,405
Rego Park/Forest Hills,"$2,000 or more",2019,Number,6282,406
Flushing,"$2,000 or more",2019,Number,5535,407
Fresh Meadows/Briarwood,"$2,000 or more",2019,Number,3507,408
Woodhaven,"$2,000 or more",2019,Number,1978,409
Howard Beach,"$2,000 or more",2019,Number,961,410
Bayside,"$2,000 or more",2019,Number,3143,411
Jamaica/St. Albans,"$2,000 or more",2019,Number,1542,412
Queens Village,"$2,000 or more",2019,Number,2207,413
The Rockaways,"$2,000 or more",2019,Number,1310,414
St. George,"$2,000 or more",2019,Number,1485,501
South Beach,"$2,000 or more",2019,Number,1221,502
Tottenville,"$2,000 or more",2019,Number,1074,503
Bronx,"$2,000 or more",2019,Number,13037,36005
Brooklyn,"$2,000 or more",2019,Number,119794,36047
Manhattan,"$2,000 or more",2019,Number,228241,36061
Queens,"$2,000 or more",2019,Number,63152,36081
Staten Island,"$2,000 or more",2019,Number,3780,36085
New York City,"$2,000 or more",2019,Number,428004,3651000
Battery Park/Tribeca,"$1,500 to $1,999",2019,Number,1690.08656,101
Greenwich Village,"$1,500 to $1,999",2019,Number,2494.91344,102
Lower East Side,"$1,500 to $1,999",2019,Number,5712,103
Chelsea/Clinton,"$1,500 to $1,999",2019,Number,4358.57873,104
Midtown Business District,"$1,500 to $1,999",2019,Number,2181.42127,105
Murray Hill/Stuyvesant,"$1,500 to $1,999",2019,Number,8218,106
Upper West Side,"$1,500 to $1,999",2019,Number,6891,107
Upper East Side,"$1,500 to $1,999",2019,Number,13063,108
Manhattanville,"$1,500 to $1,999",2019,Number,6349,109
Central Harlem,"$1,500 to $1,999",2019,Number,6602,110
East Harlem,"$1,500 to $1,999",2019,Number,4919,111
Washington Heights,"$1,500 to $1,999",2019,Number,14534,112
Mott Haven,"$1,500 to $1,999",2019,Number,2873.94137,201
Hunts Point,"$1,500 to $1,999",2019,Number,1641.05863,202
Morrisania,"$1,500 to $1,999",2019,Number,2491.24765,203
Concourse/Highbridge,"$1,500 to $1,999",2019,Number,4875,204
University Heights,"$1,500 to $1,999",2019,Number,4860,205
East Tremont,"$1,500 to $1,999",2019,Number,2600.75235,206
Bedford Park,"$1,500 to $1,999",2019,Number,5873,207
Riverdale,"$1,500 to $1,999",2019,Number,6365,208
Unionport/Soundview,"$1,500 to $1,999",2019,Number,8032,209
Throgs Neck,"$1,500 to $1,999",2019,Number,4561,210
Pelham Parkway,"$1,500 to $1,999",2019,Number,6428,211
Williamsbridge,"$1,500 to $1,999",2019,Number,7312,212
Williamsburg/Greenpoint,"$1,500 to $1,999",2019,Number,8188,301
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2019,Number,4874,302
Bedford Stuyvesant,"$1,500 to $1,999",2019,Number,7259,303
Bushwick,"$1,500 to $1,999",2019,Number,7790,304
East New York,"$1,500 to $1,999",2019,Number,8663,305
Park Slope,"$1,500 to $1,999",2019,Number,4461,306
Sunset Park,"$1,500 to $1,999",2019,Number,8153,307
Crown Heights North,"$1,500 to $1,999",2019,Number,8106,308
Crown Heights South,"$1,500 to $1,999",2019,Number,7603,309
Bay Ridge,"$1,500 to $1,999",2019,Number,8196,310
Bensonhurst,"$1,500 to $1,999",2019,Number,9664,311
Borough Park,"$1,500 to $1,999",2019,Number,7726,312
Coney Island,"$1,500 to $1,999",2019,Number,5163,313
Flatbush/Midwood,"$1,500 to $1,999",2019,Number,9802,314
Sheepshead Bay,"$1,500 to $1,999",2019,Number,7384,315
Brownsville,"$1,500 to $1,999",2019,Number,4983,316
East Flatbush,"$1,500 to $1,999",2019,Number,6613,317
Canarsie,"$1,500 to $1,999",2019,Number,7927,318
Astoria,"$1,500 to $1,999",2019,Number,17681,401
Sunnyside/Woodside,"$1,500 to $1,999",2019,Number,10993,402
Jackson Heights,"$1,500 to $1,999",2019,Number,10429,403
Elmhurst/Corona,"$1,500 to $1,999",2019,Number,10481,404
Ridgewood/Glendale,"$1,500 to $1,999",2019,Number,12300,405
Rego Park/Forest Hills,"$1,500 to $1,999",2019,Number,9621,406
Flushing,"$1,500 to $1,999",2019,Number,13945,407
Fresh Meadows/Briarwood,"$1,500 to $1,999",2019,Number,10282,408
Woodhaven,"$1,500 to $1,999",2019,Number,8467,409
Howard Beach,"$1,500 to $1,999",2019,Number,4634,410
Bayside,"$1,500 to $1,999",2019,Number,4732,411
Jamaica/St. Albans,"$1,500 to $1,999",2019,Number,8392,412
Queens Village,"$1,500 to $1,999",2019,Number,5621,413
The Rockaways,"$1,500 to $1,999",2019,Number,5355,414
St. George,"$1,500 to $1,999",2019,Number,4454,501
South Beach,"$1,500 to $1,999",2019,Number,2561,502
Tottenville,"$1,500 to $1,999",2019,Number,1798,503
Bronx,"$1,500 to $1,999",2019,Number,57913,36005
Brooklyn,"$1,500 to $1,999",2019,Number,132555,36047
Manhattan,"$1,500 to $1,999",2019,Number,77013,36061
Queens,"$1,500 to $1,999",2019,Number,132933,36081
Staten Island,"$1,500 to $1,999",2019,Number,8813,36085
New York City,"$1,500 to $1,999",2019,Number,409227,3651000
Battery Park/Tribeca,"$1,000 to $1,499",2019,Number,2034.16153,101
Greenwich Village,"$1,000 to $1,499",2019,Number,3002.83847,102
Lower East Side,"$1,000 to $1,499",2019,Number,9890,103
Chelsea/Clinton,"$1,000 to $1,499",2019,Number,5224.29643,104
Midtown Business District,"$1,000 to $1,499",2019,Number,2614.70357,105
Murray Hill/Stuyvesant,"$1,000 to $1,499",2019,Number,5322,106
Upper West Side,"$1,000 to $1,499",2019,Number,8316,107
Upper East Side,"$1,000 to $1,499",2019,Number,6287,108
Manhattanville,"$1,000 to $1,499",2019,Number,7974,109
Central Harlem,"$1,000 to $1,499",2019,Number,10285,110
East Harlem,"$1,000 to $1,499",2019,Number,8405,111
Washington Heights,"$1,000 to $1,499",2019,Number,20655,112
Mott Haven,"$1,000 to $1,499",2019,Number,8451.23358,201
Hunts Point,"$1,000 to $1,499",2019,Number,4825.76642,202
Morrisania,"$1,000 to $1,499",2019,Number,8570.63556,203
Concourse/Highbridge,"$1,000 to $1,499",2019,Number,19884,204
University Heights,"$1,000 to $1,499",2019,Number,18552,205
East Tremont,"$1,000 to $1,499",2019,Number,8947.36444,206
Bedford Park,"$1,000 to $1,499",2019,Number,20705,207
Riverdale,"$1,000 to $1,499",2019,Number,12721,208
Unionport/Soundview,"$1,000 to $1,499",2019,Number,21561,209
Throgs Neck,"$1,000 to $1,499",2019,Number,9781,210
Pelham Parkway,"$1,000 to $1,499",2019,Number,14419,211
Williamsbridge,"$1,000 to $1,499",2019,Number,12958,212
Williamsburg/Greenpoint,"$1,000 to $1,499",2019,Number,7930,301
Fort Greene/Brooklyn Hts,"$1,000 to $1,499",2019,Number,4689,302
Bedford Stuyvesant,"$1,000 to $1,499",2019,Number,8864,303
Bushwick,"$1,000 to $1,499",2019,Number,9863,304
East New York,"$1,000 to $1,499",2019,Number,13940,305
Park Slope,"$1,000 to $1,499",2019,Number,3402,306
Sunset Park,"$1,000 to $1,499",2019,Number,10426,307
Crown Heights North,"$1,000 to $1,499",2019,Number,11207,308
Crown Heights South,"$1,000 to $1,499",2019,Number,14060,309
Bay Ridge,"$1,000 to $1,499",2019,Number,11587,310
Bensonhurst,"$1,000 to $1,499",2019,Number,19141,311
Borough Park,"$1,000 to $1,499",2019,Number,10894,312
Coney Island,"$1,000 to $1,499",2019,Number,9599,313
Flatbush/Midwood,"$1,000 to $1,499",2019,Number,19959,314
Sheepshead Bay,"$1,000 to $1,499",2019,Number,11300,315
Brownsville,"$1,000 to $1,499",2019,Number,9731,316
East Flatbush,"$1,000 to $1,499",2019,Number,15504,317
Canarsie,"$1,000 to $1,499",2019,Number,10494,318
Astoria,"$1,000 to $1,499",2019,Number,12277,401
Sunnyside/Woodside,"$1,000 to $1,499",2019,Number,11576,402
Jackson Heights,"$1,000 to $1,499",2019,Number,13382,403
Elmhurst/Corona,"$1,000 to $1,499",2019,Number,10942,404
Ridgewood/Glendale,"$1,000 to $1,499",2019,Number,13664,405
Rego Park/Forest Hills,"$1,000 to $1,499",2019,Number,6932,406
Flushing,"$1,000 to $1,499",2019,Number,14175,407
Fresh Meadows/Briarwood,"$1,000 to $1,499",2019,Number,10097,408
Woodhaven,"$1,000 to $1,499",2019,Number,9042,409
Howard Beach,"$1,000 to $1,499",2019,Number,4626,410
Bayside,"$1,000 to $1,499",2019,Number,2890,411
Jamaica/St. Albans,"$1,000 to $1,499",2019,Number,14511,412
Queens Village,"$1,000 to $1,499",2019,Number,5311,413
The Rockaways,"$1,000 to $1,499",2019,Number,9295,414
St. George,"$1,000 to $1,499",2019,Number,9762,501
South Beach,"$1,000 to $1,499",2019,Number,4578,502
Tottenville,"$1,000 to $1,499",2019,Number,3926,503
Bronx,"$1,000 to $1,499",2019,Number,161376,36005
Brooklyn,"$1,000 to $1,499",2019,Number,202590,36047
Manhattan,"$1,000 to $1,499",2019,Number,90010,36061
Queens,"$1,000 to $1,499",2019,Number,138720,36081
Staten Island,"$1,000 to $1,499",2019,Number,18266,36085
New York City,"$1,000 to $1,499",2019,Number,610962,3651000
Battery Park/Tribeca,Under $500,2019,Percent,0.0531,101
Greenwich Village,Under $500,2019,Percent,0.0531,102
Lower East Side,Under $500,2019,Percent,0.24098,103
Chelsea/Clinton,Under $500,2019,Percent,0.08959,104
Midtown Business District,Under $500,2019,Percent,0.08959,105
Murray Hill/Stuyvesant,Under $500,2019,Percent,0.02806,106
Upper West Side,Under $500,2019,Percent,0.09833,107
Upper East Side,Under $500,2019,Percent,0.02704,108
Manhattanville,Under $500,2019,Percent,0.13894,109
Central Harlem,Under $500,2019,Percent,0.19153,110
East Harlem,Under $500,2019,Percent,0.32078,111
Washington Heights,Under $500,2019,Percent,0.12045,112
Mott Haven,Under $500,2019,Percent,0.31906,201
Hunts Point,Under $500,2019,Percent,0.31906,202
Morrisania,Under $500,2019,Percent,0.26673,203
Concourse/Highbridge,Under $500,2019,Percent,0.17063,204
University Heights,Under $500,2019,Percent,0.17604,205
East Tremont,Under $500,2019,Percent,0.26673,206
Bedford Park,Under $500,2019,Percent,0.11455,207
Riverdale,Under $500,2019,Percent,0.08028,208
Unionport/Soundview,Under $500,2019,Percent,0.15941,209
Throgs Neck,Under $500,2019,Percent,0.11421,210
Pelham Parkway,Under $500,2019,Percent,0.10122,211
Williamsbridge,Under $500,2019,Percent,0.11477,212
Williamsburg/Greenpoint,Under $500,2019,Percent,0.10261,301
Fort Greene/Brooklyn Hts,Under $500,2019,Percent,0.13048,302
Bedford Stuyvesant,Under $500,2019,Percent,0.1815,303
Bushwick,Under $500,2019,Percent,0.13649,304
East New York,Under $500,2019,Percent,0.19932,305
Park Slope,Under $500,2019,Percent,0.09396,306
Sunset Park,Under $500,2019,Percent,0.07389,307
Crown Heights North,Under $500,2019,Percent,0.13514,308
Crown Heights South,Under $500,2019,Percent,0.06133,309
Bay Ridge,Under $500,2019,Percent,0.04164,310
Bensonhurst,Under $500,2019,Percent,0.05984,311
Borough Park,Under $500,2019,Percent,0.05466,312
Coney Island,Under $500,2019,Percent,0.2622,313
Flatbush/Midwood,Under $500,2019,Percent,0.05621,314
Sheepshead Bay,Under $500,2019,Percent,0.0923,315
Brownsville,Under $500,2019,Percent,0.29592,316
East Flatbush,Under $500,2019,Percent,0.05686,317
Canarsie,Under $500,2019,Percent,0.09776,318
Astoria,Under $500,2019,Percent,0.10195,401
Sunnyside/Woodside,Under $500,2019,Percent,0.01097,402
Jackson Heights,Under $500,2019,Percent,0.02983,403
Elmhurst/Corona,Under $500,2019,Percent,0.05167,404
Ridgewood/Glendale,Under $500,2019,Percent,0.0168,405
Rego Park/Forest Hills,Under $500,2019,Percent,0.03723,406
Flushing,Under $500,2019,Percent,0.04562,407
Fresh Meadows/Briarwood,Under $500,2019,Percent,0.04545,408
Woodhaven,Under $500,2019,Percent,0.01852,409
Howard Beach,Under $500,2019,Percent,0.02231,410
Bayside,Under $500,2019,Percent,0.00554,411
Jamaica/St. Albans,Under $500,2019,Percent,0.08345,412
Queens Village,Under $500,2019,Percent,0.03433,413
The Rockaways,Under $500,2019,Percent,0.19497,414
St. George,Under $500,2019,Percent,0.19749,501
South Beach,Under $500,2019,Percent,0.12705,502
Tottenville,Under $500,2019,Percent,0.05087,503
Bronx,Under $500,2019,Percent,0.17501,36005
Brooklyn,Under $500,2019,Percent,0.12202,36047
Manhattan,Under $500,2019,Percent,0.12516,36061
Queens,Under $500,2019,Percent,0.05541,36081
Staten Island,Under $500,2019,Percent,0.15021,36085
New York City,Under $500,2019,Percent,0.12034,3651000
Battery Park/Tribeca,$500 to $999,2019,Percent,0.10247,101
Greenwich Village,$500 to $999,2019,Percent,0.10247,102
Lower East Side,$500 to $999,2019,Percent,0.24876,103
Chelsea/Clinton,$500 to $999,2019,Percent,0.16624,104
Midtown Business District,$500 to $999,2019,Percent,0.16624,105
Murray Hill/Stuyvesant,$500 to $999,2019,Percent,0.0506,106
Upper West Side,$500 to $999,2019,Percent,0.14935,107
Upper East Side,$500 to $999,2019,Percent,0.07581,108
Manhattanville,$500 to $999,2019,Percent,0.23101,109
Central Harlem,$500 to $999,2019,Percent,0.28983,110
East Harlem,$500 to $999,2019,Percent,0.25017,111
Washington Heights,$500 to $999,2019,Percent,0.23321,112
Mott Haven,$500 to $999,2019,Percent,0.27593,201
Hunts Point,$500 to $999,2019,Percent,0.27593,202
Morrisania,$500 to $999,2019,Percent,0.29137,203
Concourse/Highbridge,$500 to $999,2019,Percent,0.26554,204
University Heights,$500 to $999,2019,Percent,0.2577,205
East Tremont,$500 to $999,2019,Percent,0.29137,206
Bedford Park,$500 to $999,2019,Percent,0.21528,207
Riverdale,$500 to $999,2019,Percent,0.14565,208
Unionport/Soundview,$500 to $999,2019,Percent,0.22373,209
Throgs Neck,$500 to $999,2019,Percent,0.25515,210
Pelham Parkway,$500 to $999,2019,Percent,0.1733,211
Williamsbridge,$500 to $999,2019,Percent,0.17792,212
Williamsburg/Greenpoint,$500 to $999,2019,Percent,0.16715,301
Fort Greene/Brooklyn Hts,$500 to $999,2019,Percent,0.16265,302
Bedford Stuyvesant,$500 to $999,2019,Percent,0.20598,303
Bushwick,$500 to $999,2019,Percent,0.17964,304
East New York,$500 to $999,2019,Percent,0.21769,305
Park Slope,$500 to $999,2019,Percent,0.08936,306
Sunset Park,$500 to $999,2019,Percent,0.1754,307
Crown Heights North,$500 to $999,2019,Percent,0.2263,308
Crown Heights South,$500 to $999,2019,Percent,0.2089,309
Bay Ridge,$500 to $999,2019,Percent,0.107,310
Bensonhurst,$500 to $999,2019,Percent,0.14916,311
Borough Park,$500 to $999,2019,Percent,0.14906,312
Coney Island,$500 to $999,2019,Percent,0.22827,313
Flatbush/Midwood,$500 to $999,2019,Percent,0.15085,314
Sheepshead Bay,$500 to $999,2019,Percent,0.17037,315
Brownsville,$500 to $999,2019,Percent,0.26714,316
East Flatbush,$500 to $999,2019,Percent,0.19397,317
Canarsie,$500 to $999,2019,Percent,0.16309,318
Astoria,$500 to $999,2019,Percent,0.11928,401
Sunnyside/Woodside,$500 to $999,2019,Percent,0.09868,402
Jackson Heights,$500 to $999,2019,Percent,0.10794,403
Elmhurst/Corona,$500 to $999,2019,Percent,0.14391,404
Ridgewood/Glendale,$500 to $999,2019,Percent,0.12149,405
Rego Park/Forest Hills,$500 to $999,2019,Percent,0.1015,406
Flushing,$500 to $999,2019,Percent,0.14847,407
Fresh Meadows/Briarwood,$500 to $999,2019,Percent,0.12827,408
Woodhaven,$500 to $999,2019,Percent,0.11608,409
Howard Beach,$500 to $999,2019,Percent,0.11727,410
Bayside,$500 to $999,2019,Percent,0.09006,411
Jamaica/St. Albans,$500 to $999,2019,Percent,0.22031,412
Queens Village,$500 to $999,2019,Percent,0.12574,413
The Rockaways,$500 to $999,2019,Percent,0.20012,414
St. George,$500 to $999,2019,Percent,0.20461,501
South Beach,$500 to $999,2019,Percent,0.2066,502
Tottenville,$500 to $999,2019,Percent,0.23909,503
Bronx,$500 to $999,2019,Percent,0.2357,36005
Brooklyn,$500 to $999,2019,Percent,0.18111,36047
Manhattan,$500 to $999,2019,Percent,0.17576,36061
Queens,$500 to $999,2019,Percent,0.13395,36081
Staten Island,$500 to $999,2019,Percent,0.21195,36085
New York City,$500 to $999,2019,Percent,0.18136,3651000
Battery Park/Tribeca,"$2,000 or more",2019,Percent,0.66766,101
Greenwich Village,"$2,000 or more",2019,Percent,0.66766,102
Lower East Side,"$2,000 or more",2019,Percent,0.26263,103
Chelsea/Clinton,"$2,000 or more",2019,Percent,0.53323,104
Midtown Business District,"$2,000 or more",2019,Percent,0.53323,105
Murray Hill/Stuyvesant,"$2,000 or more",2019,Percent,0.66221,106
Upper West Side,"$2,000 or more",2019,Percent,0.50451,107
Upper East Side,"$2,000 or more",2019,Percent,0.61529,108
Manhattanville,"$2,000 or more",2019,Percent,0.2587,109
Central Harlem,"$2,000 or more",2019,Percent,0.16789,110
East Harlem,"$2,000 or more",2019,Percent,0.13722,111
Washington Heights,"$2,000 or more",2019,Percent,0.1244,112
Mott Haven,"$2,000 or more",2019,Percent,0.0276,201
Hunts Point,"$2,000 or more",2019,Percent,0.0276,202
Morrisania,"$2,000 or more",2019,Percent,0.01924,203
Concourse/Highbridge,"$2,000 or more",2019,Percent,0.01412,204
University Heights,"$2,000 or more",2019,Percent,0.02453,205
East Tremont,"$2,000 or more",2019,Percent,0.01924,206
Bedford Park,"$2,000 or more",2019,Percent,0.0232,207
Riverdale,"$2,000 or more",2019,Percent,0.10647,208
Unionport/Soundview,"$2,000 or more",2019,Percent,0.02866,209
Throgs Neck,"$2,000 or more",2019,Percent,0.05308,210
Pelham Parkway,"$2,000 or more",2019,Percent,0.03564,211
Williamsbridge,"$2,000 or more",2019,Percent,0.03882,212
Williamsburg/Greenpoint,"$2,000 or more",2019,Percent,0.43274,301
Fort Greene/Brooklyn Hts,"$2,000 or more",2019,Percent,0.47897,302
Bedford Stuyvesant,"$2,000 or more",2019,Percent,0.22208,303
Bushwick,"$2,000 or more",2019,Percent,0.24337,304
East New York,"$2,000 or more",2019,Percent,0.04575,305
Park Slope,"$2,000 or more",2019,Percent,0.55044,306
Sunset Park,"$2,000 or more",2019,Percent,0.14914,307
Crown Heights North,"$2,000 or more",2019,Percent,0.20015,308
Crown Heights South,"$2,000 or more",2019,Percent,0.11122,309
Bay Ridge,"$2,000 or more",2019,Percent,0.11379,310
Bensonhurst,"$2,000 or more",2019,Percent,0.05061,311
Borough Park,"$2,000 or more",2019,Percent,0.12362,312
Coney Island,"$2,000 or more",2019,Percent,0.05507,313
Flatbush/Midwood,"$2,000 or more",2019,Percent,0.09181,314
Sheepshead Bay,"$2,000 or more",2019,Percent,0.08995,315
Brownsville,"$2,000 or more",2019,Percent,0.04442,316
East Flatbush,"$2,000 or more",2019,Percent,0.04232,317
Canarsie,"$2,000 or more",2019,Percent,0.07609,318
Astoria,"$2,000 or more",2019,Percent,0.24519,401
Sunnyside/Woodside,"$2,000 or more",2019,Percent,0.27886,402
Jackson Heights,"$2,000 or more",2019,Percent,0.13659,403
Elmhurst/Corona,"$2,000 or more",2019,Percent,0.12111,404
Ridgewood/Glendale,"$2,000 or more",2019,Percent,0.12365,405
Rego Park/Forest Hills,"$2,000 or more",2019,Percent,0.23694,406
Flushing,"$2,000 or more",2019,Percent,0.13254,407
Fresh Meadows/Briarwood,"$2,000 or more",2019,Percent,0.12132,408
Woodhaven,"$2,000 or more",2019,Percent,0.08784,409
Howard Beach,"$2,000 or more",2019,Percent,0.0809,410
Bayside,"$2,000 or more",2019,Percent,0.26405,411
Jamaica/St. Albans,"$2,000 or more",2019,Percent,0.04392,412
Queens Village,"$2,000 or more",2019,Percent,0.14109,413
The Rockaways,"$2,000 or more",2019,Percent,0.04965,414
St. George,"$2,000 or more",2019,Percent,0.05655,501
South Beach,"$2,000 or more",2019,Percent,0.09732,502
Tottenville,"$2,000 or more",2019,Percent,0.11218,503
Bronx,"$2,000 or more",2019,Percent,0.03307,36005
Brooklyn,"$2,000 or more",2019,Percent,0.1835,36047
Manhattan,"$2,000 or more",2019,Percent,0.40368,36061
Queens,"$2,000 or more",2019,Percent,0.15291,36081
Staten Island,"$2,000 or more",2019,Percent,0.07813,36085
New York City,"$2,000 or more",2019,Percent,0.20638,3651000
Battery Park/Tribeca,"$1,500 to $1,999",2019,Percent,0.08022,101
Greenwich Village,"$1,500 to $1,999",2019,Percent,0.08022,102
Lower East Side,"$1,500 to $1,999",2019,Percent,0.09066,103
Chelsea/Clinton,"$1,500 to $1,999",2019,Percent,0.09594,104
Midtown Business District,"$1,500 to $1,999",2019,Percent,0.09594,105
Murray Hill/Stuyvesant,"$1,500 to $1,999",2019,Percent,0.15728,106
Upper West Side,"$1,500 to $1,999",2019,Percent,0.11229,107
Upper East Side,"$1,500 to $1,999",2019,Percent,0.19029,108
Manhattanville,"$1,500 to $1,999",2019,Percent,0.16461,109
Central Harlem,"$1,500 to $1,999",2019,Percent,0.13713,110
East Harlem,"$1,500 to $1,999",2019,Percent,0.10774,111
Washington Heights,"$1,500 to $1,999",2019,Percent,0.21557,112
Mott Haven,"$1,500 to $1,999",2019,Percent,0.09577,201
Hunts Point,"$1,500 to $1,999",2019,Percent,0.09577,202
Morrisania,"$1,500 to $1,999",2019,Percent,0.09519,203
Concourse/Highbridge,"$1,500 to $1,999",2019,Percent,0.10824,204
University Heights,"$1,500 to $1,999",2019,Percent,0.11246,205
East Tremont,"$1,500 to $1,999",2019,Percent,0.09519,206
Bedford Park,"$1,500 to $1,999",2019,Percent,0.14296,207
Riverdale,"$1,500 to $1,999",2019,Percent,0.22264,208
Unionport/Soundview,"$1,500 to $1,999",2019,Percent,0.15965,209
Throgs Neck,"$1,500 to $1,999",2019,Percent,0.18367,210
Pelham Parkway,"$1,500 to $1,999",2019,Percent,0.21271,211
Williamsbridge,"$1,500 to $1,999",2019,Percent,0.24115,212
Williamsburg/Greenpoint,"$1,500 to $1,999",2019,Percent,0.15113,301
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2019,Percent,0.11616,302
Bedford Stuyvesant,"$1,500 to $1,999",2019,Percent,0.17578,303
Bushwick,"$1,500 to $1,999",2019,Percent,0.19439,304
East New York,"$1,500 to $1,999",2019,Percent,0.2059,305
Park Slope,"$1,500 to $1,999",2019,Percent,0.15105,306
Sunset Park,"$1,500 to $1,999",2019,Percent,0.26399,307
Crown Heights North,"$1,500 to $1,999",2019,Percent,0.18401,308
Crown Heights South,"$1,500 to $1,999",2019,Percent,0.21709,309
Bay Ridge,"$1,500 to $1,999",2019,Percent,0.30557,310
Bensonhurst,"$1,500 to $1,999",2019,Percent,0.2484,311
Borough Park,"$1,500 to $1,999",2019,Percent,0.27911,312
Coney Island,"$1,500 to $1,999",2019,Percent,0.15894,313
Flatbush/Midwood,"$1,500 to $1,999",2019,Percent,0.23092,314
Sheepshead Bay,"$1,500 to $1,999",2019,Percent,0.25585,315
Brownsville,"$1,500 to $1,999",2019,Percent,0.13293,316
East Flatbush,"$1,500 to $1,999",2019,Percent,0.21135,317
Canarsie,"$1,500 to $1,999",2019,Percent,0.28533,318
Astoria,"$1,500 to $1,999",2019,Percent,0.31492,401
Sunnyside/Woodside,"$1,500 to $1,999",2019,Percent,0.29785,402
Jackson Heights,"$1,500 to $1,999",2019,Percent,0.31782,403
Elmhurst/Corona,"$1,500 to $1,999",2019,Percent,0.3343,404
Ridgewood/Glendale,"$1,500 to $1,999",2019,Percent,0.34964,405
Rego Park/Forest Hills,"$1,500 to $1,999",2019,Percent,0.36288,406
Flushing,"$1,500 to $1,999",2019,Percent,0.33393,407
Fresh Meadows/Briarwood,"$1,500 to $1,999",2019,Percent,0.35568,408
Woodhaven,"$1,500 to $1,999",2019,Percent,0.37601,409
Howard Beach,"$1,500 to $1,999",2019,Percent,0.3901,410
Bayside,"$1,500 to $1,999",2019,Percent,0.39755,411
Jamaica/St. Albans,"$1,500 to $1,999",2019,Percent,0.23902,412
Queens Village,"$1,500 to $1,999",2019,Percent,0.35933,413
The Rockaways,"$1,500 to $1,999",2019,Percent,0.20296,414
St. George,"$1,500 to $1,999",2019,Percent,0.16961,501
South Beach,"$1,500 to $1,999",2019,Percent,0.20413,502
Tottenville,"$1,500 to $1,999",2019,Percent,0.1878,503
Bronx,"$1,500 to $1,999",2019,Percent,0.1469,36005
Brooklyn,"$1,500 to $1,999",2019,Percent,0.20305,36047
Manhattan,"$1,500 to $1,999",2019,Percent,0.13621,36061
Queens,"$1,500 to $1,999",2019,Percent,0.32186,36081
Staten Island,"$1,500 to $1,999",2019,Percent,0.18216,36085
New York City,"$1,500 to $1,999",2019,Percent,0.19733,3651000
Battery Park/Tribeca,"$1,000 to $1,499",2019,Percent,0.09655,101
Greenwich Village,"$1,000 to $1,499",2019,Percent,0.09655,102
Lower East Side,"$1,000 to $1,499",2019,Percent,0.15697,103
Chelsea/Clinton,"$1,000 to $1,499",2019,Percent,0.115,104
Midtown Business District,"$1,000 to $1,499",2019,Percent,0.115,105
Murray Hill/Stuyvesant,"$1,000 to $1,499",2019,Percent,0.10185,106
Upper West Side,"$1,000 to $1,499",2019,Percent,0.13551,107
Upper East Side,"$1,000 to $1,499",2019,Percent,0.09158,108
Manhattanville,"$1,000 to $1,499",2019,Percent,0.20674,109
